CO(GT),NMHC(GT),C6H6(GT),NOX(GT),NO2(GT),PT08.S5(O3),T,RH,AH,NoiseIndex,DQI_Score,CO_cleaned,NMHC_cleaned,AH_cleaned
1.0,26.0,2.6,47.0,53.0,552.0,8.2,60.8,0.6657,0.8652380025324872,0.8892179487179486,1.1107820512820514,31.804979487179494,0.6666793133333333
1.7,55.0,5.9,122.0,97.0,816.0,8.3,58.5,0.6438,0.6980904442571116,0.8916666666666665,1.6783333333333332,54.13333333333333,0.6446536666666667
1.9,53.0,6.4,133.0,110.0,832.0,7.7,59.7,0.6308,0.36411232130988014,0.8916666666666665,1.8371666666666664,51.18,0.631606
1.4,40.0,4.1,82.0,91.0,692.0,7.1,61.8,0.6276,0.11088516651906645,0.8858593272171252,1.386303119266055,39.360812232415896,0.6278488266666667
0.6,7.0,1.0,30.0,44.0,394.0,6.3,65.0,0.6233,0.17209348022532142,0.8733333333333333,0.6785333333333333,9.913333333333334,0.6238117333333333
0.8,17.0,1.8,56.0,71.0,487.0,6.8,62.9,0.6234,0.1841001591479771,0.8818311499272196,0.908715342066958,22.057626783115,0.6243169902765647
1.4,33.0,4.4,109.0,104.0,748.0,6.4,65.1,0.6316,0.1705332170085411,0.8729057104913678,1.4838822310756972,40.67649508632138,0.6316559214873838
4.4,202.0,17.9,307.0,141.0,1400.0,7.3,63.1,0.6499,0.5035955399636409,0.8810649350649351,4.171644675324676,192.86578701298703,0.6477996067532468
3.1,208.0,14.0,187.0,122.0,1237.0,13.2,41.7,0.632,0.5350936770673558,0.6606072526391796,2.977818610950105,186.482499817324,0.6318167279164252
2.7,166.0,11.6,216.0,143.0,1167.0,14.3,38.4,0.6243,0.46553400242021764,0.6356444781763273,2.794732435674155,166.0,0.626515281572688
2.1,114.0,10.2,143.0,113.0,959.0,15.0,36.5,0.6195,0.3689255510614894,0.7120981387478847,2.2497089678510998,127.07074450084605,0.6229836125211506
2.5,140.0,11.0,160.0,116.0,983.0,16.1,34.5,0.6262,0.28841266751082895,0.55,2.5359999999999996,146.66,0.63124
2.7,169.0,12.8,163.0,123.0,1061.0,16.3,35.7,0.656,0.11879864807907665,0.5725240847784201,2.657252408477842,162.84434682080925,0.6515884485549133
2.9,185.0,14.2,190.0,126.0,1139.0,15.8,37.0,0.661,0.09917870801320658,0.5983026199251449,2.8035926287820345,174.31484969000886,0.6576900135881831
2.8,165.0,12.7,178.0,120.0,1112.0,15.9,37.2,0.6657,0.10340095094155743,0.6064902388232942,2.8550913665647384,169.72211713412048,0.6645745620830346
2.4,133.0,11.7,150.0,119.0,994.0,16.9,34.3,0.6549,0.06780453791536245,0.55,2.7329999999999997,159.37,0.663189
3.9,233.0,19.3,206.0,149.0,1410.0,15.1,39.6,0.6766,0.18583426486428084,0.6153928244786764,3.8923078564895737,240.38445777000942,0.6820152690313402
3.7,242.0,18.2,202.0,145.0,1448.0,14.4,43.4,0.7084,0.20757596036666312,0.6567392881686405,3.8716303559156797,257.0348191782135,0.7083519435003436
6.6,488.0,32.6,340.0,170.0,1887.0,12.9,50.5,0.7478,0.5369885259500721,0.5684425651867512,5.659204792107117,407.8166286116983,0.7410159171247358
4.4,333.0,20.1,274.0,149.0,1627.0,12.1,53.3,0.7536,0.5007211734830613,0.7110704893849017,4.492457443396831,331.8442819575396,0.7531897200949266
3.5,215.0,14.3,253.0,139.0,1491.0,11.0,59.1,0.774,0.4132158682701179,0.7309231468849476,3.7744583901773536,239.21691678035472,0.77088947157799
5.4,367.0,21.8,300.0,134.0,1657.0,9.7,64.6,0.7771,0.42090664972603925,0.7268850013349684,4.902930702429643,327.0705871951724,0.7727957076210392
2.7,122.0,9.6,193.0,113.0,1285.0,9.5,64.1,0.7597,0.50306448894599,0.7432615295848156,2.782156310532859,132.47492959293953,0.758683315657156
1.9,67.0,7.4,139.0,97.0,1144.0,9.1,63.9,0.7423,0.4503583281755573,0.877905160390516,1.97569880055788,74.17917656903765,0.7420899968758716
1.6,43.0,5.4,83.0,82.0,1043.0,8.8,63.9,0.7256,0.49772281614436836,0.877905160390516,1.6097675871687587,44.807003626220364,0.7252703439330545
1.0,30.0,2.6,62.0,65.0,819.0,8.3,63.6,0.6982,0.5632267926618912,0.8791073446327682,1.053192768361582,31.547425988700567,0.6995781762711865
1.2,27.0,2.9,53.0,60.0,835.0,7.2,67.5,0.6887,0.2186141629689491,0.8621212121212121,1.2551515151515151,30.970909090909092,0.6902635454545454
1.5,47.0,5.1,139.0,77.0,940.0,6.3,71.9,0.6932,0.11467720212147743,0.0,2.0199999999999996,95.0,0.6974
2.7,132.0,11.8,256.0,96.0,1192.0,6.5,71.6,0.6945,0.21565978172097833,0.0,2.46,121.0,0.70446
3.7,239.0,15.1,295.0,119.0,1411.0,9.6,59.7,0.7124,0.37524716541833514,0.7742901306553893,3.5510314862325574,223.92258072778,0.713153870963611
3.2,160.0,12.9,250.0,126.0,1465.0,12.4,51.2,0.7335,0.352626048250612,0.7096573208722741,3.275489096573209,173.0073520249221,0.7292609968847352
4.1,283.0,16.1,296.0,158.0,1583.0,15.6,42.2,0.7451,0.32991223492649696,0.6472605221809917,3.8813015237522146,256.9678265369572,0.7358934996289239
3.6,210.0,14.0,239.0,161.0,1387.0,18.4,33.8,0.709,0.17394732344994582,0.5499999999999999,3.393,198.21,0.713527
2.8,154.0,12.3,153.0,124.0,1101.0,19.4,31.3,0.695,0.16250735041645786,0.5499999999999999,2.8449999999999998,162.73000000000002,0.70319
2.0,112.0,8.6,118.0,102.0,850.0,18.0,34.8,0.7127,0.26117696579684396,0.0,2.5799999999999996,139.0,0.70442
2.0,108.0,9.2,119.0,116.0,947.0,18.4,33.6,0.7042,0.3084746897802224,0.0,2.3199999999999994,116.4,0.70496
2.5,111.0,10.2,138.0,124.0,1078.0,17.6,35.1,0.7012,0.21738805031057587,0.5544346978557506,2.4554434697855747,116.70323586744638,0.7073398898635477
2.3,97.0,10.6,148.0,125.0,1084.0,16.7,37.8,0.7117,0.1118452291654555,0.6758457160764376,2.4750433133187233,115.1526398997195,0.7156287499211536
3.2,191.0,15.5,227.0,148.0,1395.0,16.1,41.0,0.7451,0.16184808867041026,0.648236493374108,3.2281410805300714,190.0150621814475,0.7428487135575943
4.2,258.0,19.6,277.0,165.0,1612.0,15.8,42.4,0.7569,0.2874843977469575,0.6562449973093555,4.000622098439426,244.86855889721738,0.7580618919090945
4.2,284.0,19.2,279.0,161.0,1697.0,15.7,44.1,0.7786,0.295553128686541,0.6650882896309751,4.059337081645009,268.05820258643445,0.7787808523235993
4.2,269.0,18.3,283.0,159.0,1886.0,15.3,46.8,0.8091,0.27975642748492374,0.6795979317131461,4.026982883125099,253.74886154954578,0.8042555207275028
3.1,180.0,13.1,214.0,143.0,1624.0,14.6,48.6,0.806,0.1884054991146844,0.7090433792171354,3.1872869862348594,182.44403561457605,0.8079086754323357
2.6,116.0,10.9,172.0,130.0,1536.0,14.7,49.3,0.8193,0.24859274621250488,0.753157663444723,2.728358015008744,126.31800966801059,0.8213389176999466
2.9,93.0,11.0,190.0,129.0,1535.0,13.9,53.6,0.8498,0.24578125458269676,0.7276614310645724,2.8673193717277483,101.00675392670158,0.8461724502617801
2.8,131.0,11.9,174.0,119.0,1530.0,14.6,51.5,0.8536,0.2060249351967019,0.7341139240506329,2.693645569620253,120.84315189873418,0.8515633126582278
2.5,92.0,8.6,128.0,104.0,1337.0,12.5,58.9,0.8537,0.07806600600582922,0.7499999999999999,2.395,87.85,0.85316
1.2,32.0,3.7,53.0,70.0,929.0,11.5,63.1,0.8533,0.22535714791012823,0.8810649350649351,1.257088831168831,35.59183896103896,0.8531667927272726
1.0,29.0,2.5,44.0,63.0,872.0,11.6,62.2,0.8473,0.2973563981856864,0.8844324324324324,1.046227027027027,30.641059459459463,0.8478501016216217
0.9,27.0,2.4,74.0,67.0,853.0,10.4,67.6,0.853,0.29373878908111656,0.8616521739130435,0.944271304347826,28.2728,0.8531189791304348
1.4,36.0,4.2,101.0,84.0,959.0,11.6,62.7,0.853,0.21064375167760377,0.8825873715124817,1.4023482525697504,38.30128751835536,0.8535588841116006
1.6,57.0,6.4,118.0,83.0,1093.0,12.4,60.0,0.8627,0.09363354344254142,0.8916666666666665,1.6195000000000002,59.42666666666667,0.8628494999999999
2.2,129.0,8.6,144.0,98.0,1225.0,14.5,53.1,0.8728,0.17053321700853924,0.8212931034482758,2.192851724137931,124.35362068965516,0.871041524137931
2.8,148.0,10.9,176.0,114.0,1355.0,16.9,46.1,0.8789,0.24072665218760392,0.7157416020671833,2.6521856330749354,138.44891782945734,0.8702869705426357
2.8,145.0,10.7,161.0,119.0,1262.0,19.3,38.3,0.8474,0.21391755067325968,0.6271223566801124,2.621018731206454,135.60348338833882,0.8403078672240557
2.0,93.0,7.5,113.0,104.0,980.0,21.2,31.4,0.7812,0.1705332170085399,0.0,2.26,113.8,0.80432
1.8,84.0,7.5,103.0,102.0,872.0,21.4,30.2,0.7616,0.1505540571021275,0.0,2.3,114.2,0.7788600000000001
1.9,99.0,8.2,112.0,107.0,900.0,21.9,29.0,0.7525,0.16283598037882568,0.0,2.32,116.4,0.7633
3.0,150.0,11.9,170.0,129.0,1099.0,22.2,28.4,0.7516,0.1820561606549386,0.55,2.739,137.49,0.76132
2.9,156.0,12.0,180.0,128.0,1206.0,21.3,30.8,0.7696,0.18981891351873717,0.5499999999999999,2.936,156.81,0.781264
2.5,122.0,12.2,160.0,121.0,1262.0,19.7,36.7,0.8307,0.1811731021226614,0.6122785829307569,2.996283413848631,154.64614331723027,0.8301261723027376
4.6,262.0,20.6,261.0,157.0,1698.0,18.4,41.7,0.8732,0.3281249602241166,0.6416096520788541,4.334791142538352,246.58921503939075,0.870368716251423
5.9,341.0,23.1,325.0,173.0,1905.0,17.6,46.1,0.921,0.4678250300491744,0.6753228840125393,5.185710344827587,297.75300815047024,0.913597361755486
3.4,214.0,14.7,217.0,146.0,1648.0,16.7,49.6,0.932,0.4534340971823183,0.6996718416806263,3.4720787579966497,209.5551432568733,0.9278975173573574
2.1,100.0,9.0,146.0,121.0,1423.0,16.3,51.0,0.9341,0.5102394286649267,0.8554054054054052,2.2417027027027028,108.67567567567568,0.9330704864864865
2.2,79.0,8.8,152.0,119.0,1349.0,14.7,55.9,0.9314,0.5305788845614151,0.8255874707564335,2.210464751754614,83.77890330127373,0.9302244595528983
1.8,66.0,7.4,104.0,99.0,1250.0,14.8,54.7,0.9164,0.5526875135653245,0.8916666666666665,1.8151666666666668,67.17,0.9173836666666667
1.8,73.0,6.9,106.0,93.0,1174.0,14.0,57.0,0.9094,0.21640215838019847,0.8916666666666665,1.7913333333333332,72.09,0.9112156666666666
1.8,66.0,7.0,108.0,88.0,1149.0,13.4,61.3,0.9361,0.06374062699043927,0.8875774647887322,1.7730185915492958,65.21304225352112,0.9353445205633802
1.0,39.0,3.9,88.0,74.0,1010.0,11.9,67.4,0.9375,0.14327656046536966,0.8625888077858879,1.0879431630170318,42.874995620437964,0.9370355501703163
1.4,51.0,6.4,138.0,80.0,1083.0,11.4,70.5,0.9475,0.11698482174705745,0.0,2.38,119.8,0.93564
2.2,107.0,9.7,228.0,89.0,1235.0,11.3,70.2,0.9401,0.14912697222060692,0.55,2.848,162.44,0.9355279999999999
5.5,336.0,25.9,360.0,114.0,1680.0,12.4,63.9,0.917,0.5887501598939501,0.6754549997473897,5.207909499772651,327.5618299934321,0.9187200885013389
8.1,618.0,36.7,478.0,149.0,2184.0,14.8,54.3,0.9076,1.0,0.45000000000000007,6.483,479.73,0.908271
5.8,438.0,26.6,394.0,157.0,1973.0,17.4,45.6,0.8993,0.9029099872029949,0.6710348992870707,5.648676053672052,422.0122961053516,0.8991618346577005
4.2,334.0,20.1,319.0,155.0,1798.0,19.8,38.5,0.8801,0.7098608956544243,0.6021526872374332,4.446665333912791,345.77628045777203,0.8869827585107923
3.1,221.0,14.1,201.0,134.0,1522.0,22.0,34.1,0.8904,0.6154745634943535,0.55,3.406,246.74,0.890679
2.9,207.0,14.9,171.0,119.0,1404.0,23.3,32.2,0.9096,0.7079001585314418,0.5499999999999999,2.9989999999999997,216.26999999999998,0.898926
2.9,191.0,15.4,159.0,111.0,1263.0,23.9,30.0,0.8757,0.4093162918740742,0.5499999999999999,2.8279999999999994,190.1,0.8807039999999999
2.5,185.0,12.1,153.0,104.0,1137.0,24.4,28.9,0.8736,0.20988100776665836,0.55,2.5809999999999995,186.17000000000002,0.8816459999999999
2.3,141.0,11.5,143.0,99.0,1068.0,24.4,29.4,0.8848,0.10745742034902772,0.5499999999999999,2.7589999999999995,185.73000000000002,0.8918650000000001
2.8,214.0,14.8,156.0,110.0,1252.0,23.8,31.3,0.9137,0.08773861631029375,0.5499999999999999,3.4929999999999994,270.34000000000003,0.919721
6.1,471.0,32.1,314.0,162.0,1843.0,22.5,35.4,0.9547,0.514101375729427,0.5349038428354096,5.653507689121993,442.53611518152707,0.9624019923626457
8.0,685.0,39.2,404.0,187.0,2122.0,20.4,42.5,1.0086,0.8402241914932531,0.29123341593937446,6.242258871529648,515.179526459074,1.0096064485493659
6.5,538.0,31.0,320.0,165.0,1992.0,18.3,52.6,1.0945,0.8091083116762073,0.5943196762771877,6.134887708649469,501.24536267071323,1.072536467273647
4.2,319.0,19.9,256.0,145.0,1707.0,16.7,57.4,1.0786,0.6658732225495337,0.6866666666666666,4.344133333333334,333.9146666666667,1.0730916
3.2,224.0,15.3,193.0,125.0,1494.0,15.7,60.2,1.0654,0.6234142719185485,0.7085110965035839,3.281616892978996,234.66849386796883,1.0665018280552165
1.4,67.0,6.9,89.0,101.0,1164.0,15.3,61.4,1.058,0.8575424320542058,0.8872398753894082,1.5150153271028035,77.8024199376947,1.0574632618068536
2.1,155.0,11.1,127.0,103.0,1272.0,14.1,65.7,1.0494,0.6529014763802505,0.8131391385343504,2.0327300898723664,145.61958475442438,1.0467278896810412
1.2,49.0,5.4,79.0,88.0,1040.0,14.8,60.6,1.0148,0.41386222541204354,0.8898511326860841,1.2022029773462781,50.58614368932039,1.014015740064725
0.8,29.0,2.8,43.0,61.0,867.0,14.8,59.2,0.9879,0.3081278940665595,0.8916666666666665,0.8346666666666668,31.860000000000003,0.9867950000000001
0.6,17.0,2.0,38.0,52.0,793.0,12.8,63.2,0.9283,0.19122188097133594,0.88067816091954,0.6429558620689656,19.076200000000004,0.9299251634482759
0.9,27.0,3.5,82.0,64.0,870.0,11.2,68.5,0.9081,0.19261462975328925,0.8573684210526316,0.9713157894736842,32.87642105263158,0.9088473894736843
1.3,50.0,5.1,99.0,70.0,930.0,11.0,66.5,0.8705,0.09420274955734469,0.8667295597484276,1.3906238993710691,59.24896855345913,0.8731814012578617
3.4,218.0,16.2,263.0,97.0,1407.0,11.7,63.7,0.8719,0.37496213144980906,0.6707921419518378,3.241980228136882,213.1935652724968,0.8740398510773131
3.7,285.0,19.7,229.0,95.0,1507.0,13.6,56.3,0.8743,0.4768790874687275,0.6683962264150943,3.6535754716981135,277.83735849056603,0.8712558773584904
5.3,437.0,25.1,396.0,150.0,1843.0,17.8,42.9,0.8672,0.5941732110828658,0.6482317920395372,4.828630601332979,392.32543758902125,0.863133559515977
4.1,327.0,20.0,314.0,162.0,1729.0,21.4,33.3,0.8417,0.4758691059167432,0.5499999999999999,4.090999999999999,332.66999999999996,0.843878
3.3,283.0,18.3,217.0,154.0,1583.0,24.4,27.4,0.8231,0.26523905970646605,0.5499999999999999,3.66,311.44,0.823262
4.0,366.0,22.3,252.0,161.0,1671.0,25.3,26.1,0.8264,0.24512786949789384,0.55,3.8200000000000003,338.28,0.810875
3.8,318.0,20.4,263.0,161.0,1491.0,25.8,23.2,0.7589,0.24139195051434778,0.55,3.6019999999999994,300.53999999999996,0.761123
2.8,228.0,14.6,180.0,128.0,1240.0,27.0,20.2,0.7094,0.17759696544162862,0.5499999999999999,3.016,243.48000000000002,0.723701
2.9,201.0,16.6,184.0,129.0,1313.0,28.2,18.6,0.7014,0.17394732344994795,0.5499999999999999,3.0169999999999995,217.01999999999998,0.712596
2.9,199.0,15.8,190.0,133.0,1363.0,28.0,19.1,0.7098,0.18698140085011922,0.5499999999999999,3.026,210.79,0.727485
3.4,237.0,17.8,184.0,139.0,1296.0,23.9,25.7,0.7519,0.13987821374246345,0.5499999999999999,3.3369999999999997,231.87,0.7651300000000001
3.9,261.0,19.1,181.0,137.0,1432.0,21.3,34.8,0.873,0.15231911220425554,0.55,3.8099999999999996,258.39,0.849672
3.2,230.0,15.8,166.0,143.0,1432.0,20.4,36.7,0.8704,0.136002716936907,0.5849577093909858,3.382618607867966,239.1309303933983,0.8685904156129446
5.1,349.0,24.9,317.0,177.0,2034.0,19.0,41.3,0.9007,0.2822296708079403,0.6654845190587586,4.497872134305766,306.5834370166506,0.9005260519499105
2.6,183.0,13.5,184.0,138.0,1602.0,17.9,45.9,0.9342,0.3072591923264655,0.7343851120499474,2.6690598708670135,184.0624595518002,0.9280377345995587
1.7,88.0,9.1,130.0,117.0,1362.0,16.7,48.9,0.9226,0.42192149544204155,0.8894305108967487,1.784032811718471,94.89953612004288,0.9221024372990353
1.7,85.0,8.6,132.0,107.0,1314.0,15.5,52.9,0.9271,0.4592911482005218,0.8916666666666665,1.6913333333333331,85.26,0.9259148333333334
1.2,47.0,5.4,95.0,90.0,1114.0,15.5,51.9,0.9059,0.5100298417065406,0.8916666666666665,1.2,47.65,0.9041601666666668
0.9,34.0,4.1,70.0,79.0,992.0,14.1,55.6,0.891,0.21115071691550005,0.8916666666666665,0.9065,34.541666666666664,0.8881703333333333
0.5,11.0,1.6,28.0,40.0,667.0,11.8,58.0,0.8026,0.16990509989453056,0.8916666666666665,0.5476666666666667,14.01166666666667,0.8064978333333332
0.5,18.0,1.9,46.0,53.0,733.0,11.9,57.4,0.7978,0.16608652013783715,0.8916666666666665,0.6105000000000002,24.868333333333347,0.7998323333333333
1.6,84.0,7.5,160.0,84.0,1052.0,9.9,65.2,0.7956,0.15441054802710116,0.8724761904761904,1.735175238095238,96.42081904761906,0.7960029752380952
4.1,260.0,21.4,320.0,108.0,1534.0,11.1,60.2,0.7958,0.49394927561563934,0.7052199636225541,3.8995495752633365,257.8775837380824,0.7968022521236833
6.6,534.0,36.4,377.0,127.0,1931.0,14.1,50.0,0.802,0.8659173714959915,0.6040626883664859,5.530969258589511,437.07454611211574,0.8031640556962025
4.3,368.0,21.3,280.0,134.0,1734.0,17.7,40.1,0.8048,0.7872744968092168,0.6204841892410138,4.216506521633023,342.7242470034515,0.8087621450643239
2.9,200.0,15.4,221.0,135.0,1595.0,21.1,33.4,0.8265,0.6069028067047129,0.5499999999999999,3.314,239.14999999999998,0.8240970000000001
2.5,145.0,12.5,210.0,142.0,1490.0,24.3,28.3,0.8471,0.5243967783868513,0.55,2.734,174.51999999999998,0.8397739999999999
2.8,188.0,15.1,204.0,153.0,1508.0,25.6,25.6,0.8254,0.5565430713909468,0.5499999999999999,2.6919999999999997,174.32,0.813907
2.6,152.0,13.7,161.0,123.0,1334.0,25.9,25.9,0.8503,0.23961371672062456,0.55,2.582,153.89,0.809998
2.0,103.0,10.4,135.0,104.0,1045.0,26.8,18.7,0.65,0.11467720212148165,0.0,2.5599999999999996,154.0,0.70548
2.9,193.0,15.2,186.0,129.0,1221.0,29.3,15.8,0.6309,0.11467720212148165,0.5499999999999999,2.945,193.26999999999998,0.637308
2.5,134.0,12.3,147.0,114.0,1069.0,28.5,14.9,0.5708,0.11467720212148165,0.55,3.175,199.07,0.5943529999999999
5.0,386.0,27.0,299.0,158.0,1569.0,25.9,16.0,0.5237,0.38062225720999443,0.55,4.972999999999999,375.47,0.5921449999999999
7.6,577.0,38.4,411.0,194.0,2306.0,23.1,26.5,0.7403,0.7566660881183795,0.23177042632630024,5.98671789528523,455.15878961535117,0.7366124980463663
6.7,523.0,35.1,347.0,182.0,2359.0,20.5,38.2,0.9133,0.7364732277140339,0.46111843112950357,6.085675011487634,474.39288248788125,0.8482031064804441
5.7,472.0,27.2,336.0,180.0,2050.0,19.1,42.6,0.9294,0.6361469872719359,0.6695959595959596,5.495149494949495,447.81442424242425,0.9103951595959596
2.8,206.0,15.0,202.0,136.0,1727.0,17.2,44.1,0.8558,0.5987441863290939,0.7013350766548735,3.164371206481054,238.6142096292878,0.8702852487822387
2.6,216.0,15.7,178.0,127.0,1705.0,16.0,50.9,0.9206,0.7439840334720701,0.7561076604554865,2.687801242236025,218.09747412008284,0.9158538550724638
2.3,159.0,13.0,154.0,116.0,1551.0,14.8,53.9,0.9024,0.6634603390646754,0.7977777777777778,2.2433777777777775,154.95555555555558,0.8996861777777778
1.4,70.0,8.1,92.0,107.0,1240.0,14.3,55.4,0.8975,0.5305788845614148,0.8916666666666665,1.4195,73.44500000000001,0.8958728333333333
1.0,44.0,5.5,61.0,88.0,1115.0,14.8,52.1,0.8686,0.25579982551281144,0.8916666666666665,1.0216666666666667,46.145,0.8677355
0.6,20.0,2.5,37.0,57.0,828.0,12.0,58.9,0.8233,0.2778389516492695,0.8916666666666665,0.6476666666666667,22.990000000000002,0.8252695000000001
0.7,26.0,3.0,68.0,71.0,893.0,10.9,62.1,0.8113,0.22535714791012806,0.8847933634992459,0.8152066365007541,34.22575384615385,0.8127999904072398
1.5,78.0,7.7,139.0,85.0,1075.0,10.6,63.3,0.8067,0.13201349684277577,0.8802889842632331,1.6580185407725323,91.38369155937053,0.8076121979399141
4.7,319.0,23.3,339.0,124.0,1610.0,11.5,60.0,0.8117,0.5601812723060304,0.7208333333333333,4.270083333333333,306.99583333333334,0.8002988333333334
6.6,506.0,35.8,421.0,151.0,2051.0,14.3,50.6,0.8186,0.8802451958588999,0.6027855379700886,5.384523746188471,427.2720936256716,0.7882687036793959
2.3,451.0,11.6,150.0,101.0,813.0,21.3,24.2,0.606,0.7967913843727397,0.5499999999999999,3.0649999999999995,417.88,0.669081
2.6,185.0,12.4,138.0,103.0,850.0,20.2,28.5,0.6682,0.6798563379291156,0.55,3.2029999999999994,303.34999999999997,0.705361
3.8,426.0,18.3,213.0,129.0,1276.0,17.0,43.1,0.8264,0.5696444632382743,0.6525953806672371,3.702726706586826,441.841650641574,0.8000736779469633
4.4,672.0,21.0,232.0,143.0,1401.0,15.6,47.4,0.8347,0.5614205074697873,0.6758868421811233,4.179603052683164,598.8800715960614,0.8211715167926401
4.5,624.0,21.0,238.0,146.0,1356.0,15.3,47.4,0.8178,0.33297675071806987,0.6758868421811233,4.208298157963011,563.714952645689,0.8197900547890079
3.3,325.0,14.5,180.0,124.0,1243.0,14.5,49.7,0.8177,0.25891565080297435,0.703992123948973,3.228958109747753,338.49795914792685,0.8186117042582371
2.0,143.0,8.4,128.0,113.0,1083.0,13.9,52.0,0.8231,0.3326554995572015,0.8916666666666665,2.039,154.67833333333334,0.8222506666666667
1.1,89.0,4.3,65.0,80.0,795.0,14.5,49.4,0.8106,0.4875220512493758,0.8904705882352941,1.156955294117647,94.1040705882353,0.8110775482352941
0.9,73.0,3.8,53.0,72.0,735.0,13.8,51.4,0.8071,0.49890289129528825,0.8916666666666665,0.9216666666666666,73.75833333333334,0.80853
0.8,48.0,2.7,47.0,64.0,684.0,14.0,51.3,0.8163,0.34403160636443825,0.8916666666666665,0.7956666666666667,48.78,0.8187180000000001
0.7,47.0,2.5,51.0,70.0,714.0,13.0,56.8,0.8444,0.17147107861954333,0.8916666666666665,0.6935,46.52333333333333,0.8457195000000001
